,name,gene_reaction_rule,subunit_num,subunit_mw
GLYALDtpp,Glyceraldehyde facilitated diffusion (periplasm),b3927,4,29.779630900000004
ACGK,Acetylglutamate kinase,b3959,2,27.159223499999992
LCTSt3ipp_num1,Lactose transport via proton aniport (periplasm),b2170,1,42.745588600000026
LCTSt3ipp_num2,Lactose transport via proton aniport (periplasm),b1528,1,42.53769610000005
LCTSt3ipp_num3,Lactose transport via proton aniport (periplasm),b0070,1 ,42.71272700000003
ARBt3ipp,L-arabinose transport via proton antiport (periplasm),b1528,1,42.53769610000005
14GLUCANabcpp,"1,4-alpha-D-glucan transport via ABC system (periplasm)",b4035 and b4032 and b4034 and b4033,2 and 1 and 1 and 1 ,40.989968000000026 and 32.22500920000002 and 43.38708860000004 and 57.01269250000002
14GLUCANtexi,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",b4036,3,49.91164310000006
DHPTPE,Dihydroneopterin triphosphate 2'-epimerase,b2303,8,14.08185819999999
NADPHQR2,NADPH Quinone Reductase (Ubiquinone-8),b3028,2,21.8906384
NADPHQR3,NADPH Quinone Reductase (Menaquinone-8),b3028,2,21.8906384
NADPHQR4,NADPH Quinone Reductase (2-Demethylmenaquinone-8),b3028,2,21.8906384
GLBRAN2,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",b3432,1,84.33584120000035
ASR,Arsenate reductase,b1064 and b3503,1 and 1 ,24.349920300000008 and 15.853124299999985
ASO3tex_num1,Arsenite transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ASO3tex_num2,Arsenite transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ASO3tex_num3,Arsenite transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ASO3tex_num4,Arsenite transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
MANGLYCtex_num1,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
MANGLYCtex_num2,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
MANGLYCtex_num3,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
MANGLYCtex_num4,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
FRUURt2rpp,"D-fructuronate transport via proton symport, reversible (periplasm)",b4321,1,47.13738670000007
FRUURtex_num1,D-fructuronate transport via diffusion (extracellular),b1377,1,41.219343300000034
FRUURtex_num2,D-fructuronate transport via diffusion (extracellular),b0241,3,38.92151909999999
FRUURtex_num3,D-fructuronate transport via diffusion (extracellular),b0929,3,39.3327982
FRUURtex_num4,D-fructuronate transport via diffusion (extracellular),b2215,3 ,40.36758979999997
ECAtpp,"Enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)",b3792,1,44.95908230000007
O16AT,Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis),b2033,1,21.674829700000007
O16GALFT,Galactofuranosyltransferase (LPS O16 antigen biosynthesis),b2034,1,37.75676680000003
O16AUNDtpp,"O16 antigen (flippase, cytoplasm to periplasm)",b2037,1,45.38204189999996
O16AP1pp,O16 antigen polymerase (periplasm),b2027 and b2035,1 and 1 ,36.454296799999966 and 44.74376280000008
GLYCAt2rpp_num1,"D-glycerate transport via proton symport, reversible (periplasm)",b3127,1,49.0086523
GLYCAt2rpp_num2,"D-glycerate transport via proton symport, reversible (periplasm)",b2789,1 ,49.14149909999998
GLYCAtex_num1,D-glycerate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
GLYCAtex_num2,D-glycerate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
GLYCAtex_num3,D-glycerate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
GLYCAtex_num4,D-glycerate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
AGM4PCP,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",b1192,1,33.56706660000001
4PCP,"Tetrapeptide L,D-carboxypeptidase",b1192,1,33.56706660000001
4PCPpp,"Tetrapeptide L,D-carboxypeptidase (periplasm)",b2175,1,21.039626300000013
FALDH2,Formaldehyde dehydrogenase,b0356,2,39.358554400000074
GLYBabcpp_num1,Glycine betaine transport via ABC system (periplasm),( b2130 and b2131 and b2129 and b2128 ),( 1 and 1 and 1 and 1 ),( 41.13805670000002 and 32.60887619999998 and 34.42410630000003 and 25.514197399999997 )
GLYBabcpp_num2,Glycine betaine transport via ABC system (periplasm),( b2679 and b2677 and b2678 ),( 1 and 2 and 2 ) ,36.02210150000005 and 44.162282500000046 and 37.619238700000025
GLYC3Pt6pp,Glycerol-3-phosphate : phosphate antiporter (periplasm),b2240,1,50.30981099999998
GLYCLTt4pp,Glycolate transport via sodium symport (periplasm),b4067,2,59.196403900000085
GLYCtpp,Glycerol transport via channel (periplasm),b3927,4,29.779630900000004
H2Otpp,H2O transport via diffusion (periplasm),b0875,4,23.702487900000012
HCINNMt2rpp,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",b0353,1,41.55029410000004
HISabcpp,L-histidine transport via ABC system (periplasm),b2308 and b2307 and b2306 and b2309,1 and 1 and 2 and 1 ,24.648966500000004 and 26.86945490000002 and 28.652698099999995 and 28.48302059999997
HISt2rpp,L-histidine reversible transport via proton symport (periplasm),b0112,1,49.689540700000045
CBIAT,Cobinamide adenyltransferase,b1270,1,21.99862850000001
LYSabcpp,L-lysine transport via ABC system (periplasm),b2310 and b2308 and b2306 and b2307,1 and 1 and 2 and 1 ,27.99130769999997 and 24.648966500000004 and 28.652698099999995 and 26.86945490000002
COBALT2tex_num1,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
COBALT2tex_num2,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
COBALT2tex_num3,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
COBALT2tex_num4,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",b0325,1,37.97798290000005
NTD12pp_num1,5'-nucleotidase (dIMP) (periplasm),b0480,1,60.82323910000007
NTD12pp_num2,5'-nucleotidase (dIMP) (periplasm),b4055,4 ,26.10321480000001
PPA2_num1,Inorganic triphosphatase,b2502,2,58.13528910000012
PPA2_num2,Inorganic triphosphatase,b2744,1 ,26.900114600000002
DIMPtex_num1,DIMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DIMPtex_num2,DIMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DIMPtex_num3,DIMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DIMPtex_num4,DIMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
3NTD7pp_num1,3'-nucleotidase (AMP) (periplasm),b4213,1,70.83132160000036
3NTD7pp_num2,3'-nucleotidase (AMP) (periplasm),b0383,2 ,49.43799920000007
3NTD4pp_num1,3'-nucleotidase (CMP) (periplasm),b0383,2,49.43799920000007
3NTD4pp_num2,3'-nucleotidase (CMP) (periplasm),b4213,1,70.83132160000036
3NTD4pp_num3,3'-nucleotidase (CMP) (periplasm),b0383,2 ,49.43799920000007
3NTD2pp_num1,3'-nucleotidase (UMP) (periplasm),b4213,1,70.83132160000036
3NTD2pp_num2,3'-nucleotidase (UMP) (periplasm),b0383,2 ,49.43799920000007
3NTD9pp_num1,3'-nucleotidase (GMP) (periplasm),b4213,1,70.83132160000036
3NTD9pp_num2,3'-nucleotidase (GMP) (periplasm),b0383,2 ,49.43799920000007
23PDE7pp,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",b4213,1,70.83132160000036
GALTptspp,Galactitol transport via PEP:Pyr PTS (periplasm),b2093 and b2415 and b2092 and b2094 and b2416,1 and 1 and 2 and 1 and 2 ,10.221941199999995 and 9.1192594 and 48.36443470000003 and 16.90725129999999 and 63.56109830000026
GALURt2rpp,"D-galacturonate transport via proton symport, reversible (periplasm)",b3093,1,46.891771400000046
GLCNt2rpp_num1,"D-gluconate transport via proton symport, reversible (periplasm)",b3415,1,45.96608530000004
GLCNt2rpp_num2,"D-gluconate transport via proton symport, reversible (periplasm)",b4321,1,47.13738670000007
GLCNt2rpp_num3,"D-gluconate transport via proton symport, reversible (periplasm)",b4476,1,46.41541200000004
GLCNt2rpp_num4,"D-gluconate transport via proton symport, reversible (periplasm)",b4265,1 ,46.04072780000005
GLCptspp_num1,D-glucose transport via PEP:Pyr PTS (periplasm),( b2415 and b1101 and b2416 and b2417 ),( 1 and 2 and 2 and 1 ),( 9.1192594 and 50.67592520000003 and 63.56109830000026 and 18.25083530000001 )
GLCptspp_num2,D-glucose transport via PEP:Pyr PTS (periplasm),( b2417 and b1621 and b2415 and b2416 ),( 1 and 1 and 1 and 2 ),18.25083530000001 and 56.62632900000003 and 9.1192594 and 63.56109830000026
GLCptspp_num3,D-glucose transport via PEP:Pyr PTS (periplasm),( b1817 and b2415 and b1819 and b1818 and b2416 ),( 2 and 1 and 2 and 1 and 2 ) ,35.04713200000002 and 9.1192594 and 30.955114399999985 and 27.63547589999998 and 63.56109830000026
GLCRt2rpp_num1,"D-glucarate transport via proton symport, reversible (periplasm)",b3127,1,49.0086523
GLCRt2rpp_num2,"D-glucarate transport via proton symport, reversible (periplasm)",b2789,1 ,49.14149909999998
GLCt2pp,D-glucose transport in via proton symport (periplasm),b2943,1,50.98191700000004
GLCURt2rpp_num1,"D-glucuronate transport via proton symport, reversible (periplasm)",b3909,1,33.66887360000001
GLCURt2rpp_num2,"D-glucuronate transport via proton symport, reversible (periplasm)",b3093,1 ,46.891771400000046
ACMUMptspp,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),b2415 and b2417 and b2416 and b2429,1 and 1 and 2 and 1 ,9.1192594 and 18.25083530000001 and 63.56109830000026 and 49.801345900000015
HSTPT,Histidinol-phosphate transaminase,b2021,2,39.359668700000064
THDPS,Tetrahydrodipicolinate succinylase,b0166,2,29.89173429999999
ACONMT,Trans-aconitate methyltransferase,b1519,1,29.005612100000018
XTSNtex_num1,Xanthosine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
XTSNtex_num2,Xanthosine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
XTSNtex_num3,Xanthosine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
XTSNtex_num4,Xanthosine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
GNK_num1,Gluconokinase,b3437,2,19.543043399999984
GNK_num2,Gluconokinase,b4268,1 ,21.003750200000002
HMBS,Hydroxymethylbilane synthase,b3805,1,33.85143770000004
RMK,Rhamnulokinase,b3904,1,54.068426500000086
FHL_num1,Formate-hydrogen lyase,( b4079 and b2481 and b2488 and b2486 and b2482 and b2487 and b2489 and b2485 and b2483 and b2490 and b2484 ),( 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 and 1 ),( 79.3729541000005 and 22.154154399999992 and 20.159187299999996 and 56.76649420000002 and 72.58217810000026 and 63.382756200000216 and 28.100981200000014 and 23.361237200000016 and 34.358847800000014 and 15.576810599999986 and 51.75395970000006 )
FHL_num2,Formate-hydrogen lyase,( b4079 and b2719 and b2720 and b2723 and b2722 and b2724 and b2721 ),( 1 and 1 and 1 and 1 and 1 and 1 and 1 ) ,79.3729541000005 and 27.9988463 and 20.309166400000016 and 64.07639780000008 and 33.028953000000016 and 21.873060599999988 and 64.97962870000023
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,b2747,2,25.736959400000018
GLUDy,Glutamate dehydrogenase (NADP),b1761,6,48.58083100000006
ZN2abcpp,"Zinc (Zn+2) ABC transporter, efflux (periplasm)",b3469,1,76.83895830000047
GLYCLTDy_num1,Glycolate dehydrogenase (NADP),b1033,1,35.34298450000004
GLYCLTDy_num2,Glycolate dehydrogenase (NADP),b3553,2 ,35.39509920000004
LYSDC_num1,Lysine decarboxylase,b0186,10,80.58937580000047
LYSDC_num2,Lysine decarboxylase,b4131,10 ,81.25919910000037
DAAD,D-Amino acid dehydrogenase,b1189,2,47.60674730000002
UREAtpp,Urea transport via facilitate diffusion (periplasm),b3927,4,29.779630900000004
XANt2pp_num1,Xanthine transport in via proton symport (periplasm),b3654,1,48.86748370000004
XANt2pp_num2,Xanthine transport in via proton symport (periplasm),b2882,1,49.10768880000002
XANt2pp_num3,Xanthine transport in via proton symport (periplasm),b2888,1 ,51.757389900000035
GLYC3Pabcpp,Sn-Glycerol 3-phosphate transport via ABC system (periplasm),b3453 and b3452 and b3451 and b3450,1 and 1 and 1 and 2 ,48.44815090000003 and 33.26345020000002 and 31.499361200000013 and 39.52322110000002
PPPNt2rpp,"3-phenylpropionate transport via proton symport, reversible (periplasm)",b2536,1,41.59222650000004
PTRCORNt7pp,Putrescine/ornithine antiporter (periplasm),b0692,1,46.49434520000005
SPMDabcpp_num1,Spermidine transport via ABC system (periplasm),( b1124 and b1123 and b1125 and b1126 ),( 1 and 1 and 1 and 2 ),( 29.11060090000002 and 38.86660279999999 and 31.061606800000003 and 43.027723500000036 )
SPMDabcpp_num2,Spermidine transport via ABC system (periplasm),( b1441 and b1443 and b1442 and b1440 ),( 1 and 1 and 1 and 1 ) ,37.040169600000006 and 28.72151830000001 and 34.359652000000004 and 42.29468670000003
HG2tex_num1,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
HG2tex_num2,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
HG2tex_num3,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
HG2tex_num4,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
NTPP5_num1,Nucleoside triphosphate pyrophosphorylase (datp),b1865,1,17.30555309999999
NTPP5_num2,Nucleoside triphosphate pyrophosphorylase (datp),b2781,2 ,30.41195170000002
NTD3_num1,5'-nucleotidase (dCMP),b2291,2,22.70779700000001
NTD3_num2,5'-nucleotidase (dCMP),b2744,1,26.900114600000002
NTD3_num3,5'-nucleotidase (dCMP),b2361,1 ,20.25522349999999
GLYOX,Hydroxyacylglutathione hydrolase,b0212,1,28.434035000000044
DADNtex,Deoxyadenosine transport via diffusion (extracellular to periplasm),b0411,1,33.58858699999999
DHAtex_num1,Dihydroxyacetone transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DHAtex_num2,Dihydroxyacetone transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DHAtex_num3,Dihydroxyacetone transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DHAtex_num4,Dihydroxyacetone transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ETOHtex_num1,Ethanol transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ETOHtex_num2,Ethanol transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ETOHtex_num3,Ethanol transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ETOHtex_num4,Ethanol transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
MTRPOX,N-methyltryptophan oxidase,b1059,1,40.90149610000005
AGM4PCPpp,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)",b2175,1,21.039626300000013
GTPDPDP,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",b3779,2,54.870502700000074
RNDR2_num1,Ribonucleoside-diphosphate reductase (GDP),( b3781 and b2235 and b2234 ),( 1 and 2 and 2 ),( 11.806481899999984 and 43.51675090000009 and 85.77425910000056 )
RNDR2_num2,Ribonucleoside-diphosphate reductase (GDP),( b2582 and b2235 and b2234 ),( 1 and 2 and 2 ) ,15.554604899999989 and 43.51675090000009 and 85.77425910000056
XAND,Xanthine dehydrogenase,b2867 and b2866 and b2868,1 and 1 and 1 ,31.55643520000001 and 81.31990470000042 and 16.9215718
HACD3_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),b3846,2,79.59295340000031
HACD3_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),b2341,1 ,77.0712984000004
ACACtex_num1,Acetoacetate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ACACtex_num2,Acetoacetate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ACACtex_num3,Acetoacetate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ACACtex_num4,Acetoacetate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ACNAMtex_num1,N-acetylneuraminate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ACNAMtex_num2,N-acetylneuraminate transport via diffusion (extracellular to periplasm),b4311,1,27.88767460000001
ACNAMtex_num3,N-acetylneuraminate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ARBTNabcpp,Aerobactin transport via ABC system (periplasm),b0153 and b0151 and b0152,1 and 2 and 1 ,70.42220310000039 and 28.886095300000015 and 32.99795500000005
NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,b1991,2,36.98659160000001
THRA2_num1,L-allo-Threonine Aldolase,b2551,2,45.31605480000002
THRA2_num2,L-allo-Threonine Aldolase,b0870,4 ,36.49429420000008
ASO3t8pp,Arsenite efflux via ATP hydrolysis (periplasm),b3502,2,45.496856799999996
H2Stex_num1,H2s transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
H2Stex_num2,H2s transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
H2Stex_num3,H2s transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
H2Stex_num4,H2s transport via diffusion (extracellular to periplasm),b0929,3 ,39.3327982
PPK,Polyphosphate kinase,b2501,2,80.43049250000038
ABUTD,Aminobutyraldehyde dehydrogenase,b1444,4,50.82940480000006
E4PD_num1,Erythrose 4-phosphate dehydrogenase,b2927,4,37.298934000000074
E4PD_num2,Erythrose 4-phosphate dehydrogenase,b1779,4 ,35.53206830000002
IG3PS,Imidazole-glycerol-3-phosphate synthase,b2023 and b2025,1 and 1 ,21.65261699999999 and 28.454114499999996
DADK,Deoxyadenylate kinase,b0474,1,23.585735300000007
DUTPDP_num1,DUTP diphosphatase,b3640,3,16.286478799999987
DUTPDP_num2,DUTP diphosphatase,b2251,1 ,16.370531199999995
NTP5,Nucleoside-triphosphatase (CTP),b4161,1,39.19283790000006
FORt2pp_num1,"Formate transport via proton symport (uptake only, periplasm)",b0904,5,30.99039579999998
FORt2pp_num2,"Formate transport via proton symport (uptake only, periplasm)",b2492,1 ,30.56430340000001
