,name,gene_reaction_rule,subunit_mw,subunit_num
MALTTRabcpp,Maltotriose transport via ABC system (periplasm),b4033 and b4034 and b4035 and b4032,57.0134 and 43.38764 and 40.99045 and 32.22542 ,1 and 1 and 2 and 1 
MALTTTRabcpp,Maltotetraose transport via ABC system (periplasm),b4034 and b4033 and b4032 and b4035,43.38764 and 57.0134 and 32.22542 and 40.99045 ,1 and 1 and 1 and 2 
MAN6Pt6_2pp,Mannose-6-phosphate transport via phosphate antiport (periplasm),b3666,50.6066,1
MANGLYCptspp,2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm),b0731 and b2415 and b2416,69.6679 and 9.11937 and 63.56184 ,1 and 1 and 2 
MELIBt2pp_num1,Melibiose transport in via symport (periplasm),b4120,52.63642,1
MELIBt2pp_num2,Melibiose transport in via symport (periplasm),b0343,46.50326 ,1 
METabcpp,L-methionine transport via ABC system (periplasm),b0197 and b0198 and b0199,29.43165 and 23.25608 and 37.78837 ,1 and 2 and 2 
GGPTRCS,Gamma glutamyl putrescine synthase,b1297,53.17716,12
RMNtpp,L-rhamnose transport via proton symport (periplasm),b3907,37.31979,1
SERt4pp,L-serine via sodium symport (periplasm),b3089,43.47769,1
SUCCt2_3pp_num1,Succintate transport via proton symport (3 H) (periplasm),b4123,47.93526,1
SUCCt2_3pp_num2,Succintate transport via proton symport (3 H) (periplasm),b4138,45.75071 ,1 
MNLptspp_num1,Mannitol transport via PEP:Pyr PTS (periplasm),( b2933 and b2415 and b2934 and b2416 ),( 48.971 and 9.11937 and 16.046 and 63.56184 ),( 1 and 1 and 1 and 2 )
MNLptspp_num2,Mannitol transport via PEP:Pyr PTS (periplasm),( b3599 and b2415 and b2416 ),( 67.97226 and 9.11937 and 63.56184 ),( 2 and 1 and 2 )
MNLptspp_num3,Mannitol transport via PEP:Pyr PTS (periplasm),( b2703 and b2704 and b2415 and b2702 and b2416 ),( 33.33204 and 13.30405 and 9.11937 and 20.58033 and 63.56184 ) ,( 1 and 1 and 1 and 1 and 2 ) 
NAt3_1p5pp,Sodium proton antiporter (H:NA is 1.5) (periplasm),b1186,56.72841,1
NAt3_2pp,Sodium proton antiporter (H:NA is 2) (periplasm),b0019,41.3557,2
NH4tpp,Ammonia reversible transport (periplasm),b0451,44.51469,3
NMNPtpp,NMN permease (periplasm),b0751,26.99625,1
NO2t2rpp_num1,"Nitrite transport in via proton symport, reversible (periplasm)",b1223,49.69344,1
NO2t2rpp_num2,"Nitrite transport in via proton symport, reversible (periplasm)",b3367,28.56252 ,1 
NO3t7pp_num1,Nitrate transport in via nitrite antiport (periplasm),b1223,49.69344,1
NO3t7pp_num2,Nitrate transport in via nitrite antiport (periplasm),b1469,49.89015 ,1 
ORNabcpp,Ornithine transport via ABC system (periplasm),b2306 and b2307 and b2308 and b2310,28.65304 and 26.86981 and 24.64927 and 27.99166 ,2 and 1 and 1 and 1 
PIuabcpp,"Phosphate transport via ABC system (uptake, periplasm)",b3728 and b3725 and b3727 and b3726,37.02392 and 29.02729 and 34.12101 and 32.32177 ,1 and 2 and 1 and 1 
PNTOt4pp,Pantothenate sodium symporter (periplasm),b3258,51.71704,1
FRULYSDG,Fructoselysine phosphate deglycase,b3371,38.56923,12
METDabcpp,D-methionine transport via ABC system (periplasm),b0199 and b0198 and b0197,37.78837 and 23.25608 and 29.43165 ,2 and 2 and 1 
PROabcpp,L-proline transport via ABC system (periplasm),b2678 and b2677 and b2679,37.61969 and 44.1628 and 36.02255 ,2 and 2 and 1 
PROt2rpp_num1,L-proline reversible transport via proton symport (periplasm),b4111,54.84582,2
PROt2rpp_num2,L-proline reversible transport via proton symport (periplasm),b0402,50.216 ,1 
PROt4pp,Na+/Proline-L symporter (periplasm),b1015,54.34417,1
PTRCabcpp_num1,Putrescine transport via ABC system (periplasm),( b1441 and b1440 and b1442 and b1443 ),( 37.04059 and 42.29519 and 34.36008 and 28.7219 ),( 1 and 1 and 1 and 1 )
PTRCabcpp_num2,Putrescine transport via ABC system (periplasm),( b0857 and b0854 and b0855 and b0856 ),( 30.54058 and 40.83968 and 41.93069 and 35.48954 ),( 1 and 1 and 2 and 1 )
PTRCabcpp_num3,Putrescine transport via ABC system (periplasm),( b1124 and b1125 and b1126 and b1123 ),( 29.11094 and 31.06198 and 43.02821 and 38.86708 ) ,( 1 and 1 and 2 and 1 ) 
ASNNpp,L-asparaginase,b2957,36.85069,4
GLUNpp,Glutaminase,b2957,36.85069,4
NTD12_num1,5'-nucleotidase (dIMP),b3399,25.399,1
NTD12_num2,5'-nucleotidase (dIMP),b2744,26.90043,1
NTD12_num3,5'-nucleotidase (dIMP),b2291,22.70806,2
NTD12_num4,5'-nucleotidase (dIMP),b2361,20.255 ,1 
FECRMtonex,Ferrichrome transport via ton system (extracellular),b3006 and b1252 and b3005 and b0150,26.28739 and 26.09426 and 15.52698 and 82.18228 ,1 and 1 and 1 and 1 
ADOCBLabcpp,Adenosylcobalamin transport via ABC system (periplasm),b0158 and b1709 and b1711,29.36684 and 27.08118 and 34.94929 ,1 and 2 and 2 
CRNabcpp,L-carnitine transport via ABC system (periplasm),b2677 and b2679 and b2678,44.1628 and 36.02255 and 37.61969 ,2 and 1 and 2 
CRNDabcpp,D-carnitine transport via ABC system (periplasm),b2677 and b2679 and b2678,44.1628 and 36.02255 and 37.61969 ,2 and 1 and 2 
DNTPPA_num1,Dihydroneopterin triphosphate pyrophosphatase,b1865,17.30576,1
DNTPPA_num2,Dihydroneopterin triphosphate pyrophosphatase,b0099,14.92707 ,1 
CTBTabcpp,Crotonobetaine transport via ABC system (periplasm),b2677 and b2678 and b2679,44.1628 and 37.61969 and 36.02255 ,2 and 2 and 1 
NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),b2954,21.03884,2
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),b2954,21.03884,2
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),b2954,21.03884,2
NTD10pp_num1,5'-nucleotidase (XMP),b4055,26.10354,4
NTD10pp_num2,5'-nucleotidase (XMP),b0480,60.82397 ,1 
NTD1pp_num1,5'-nucleotidase (dUMP),b0480,60.82397,1
NTD1pp_num2,5'-nucleotidase (dUMP),b4055,26.10354 ,4 
NTD2pp_num1,5'-nucleotidase (UMP),b0480,60.82397,1
NTD2pp_num2,5'-nucleotidase (UMP),b4055,26.10354,4
NTD2pp_num3,5'-nucleotidase (UMP),b0383,49.43859 ,2 
NTD3pp_num1,5'-nucleotidase (dCMP),b0480,60.82397,1
NTD3pp_num2,5'-nucleotidase (dCMP),b4055,26.10354 ,4 
NTD4pp_num1,5'-nucleotidase (CMP),b4055,26.10354,4
NTD4pp_num2,5'-nucleotidase (CMP),b0480,60.82397,1
NTD4pp_num3,5'-nucleotidase (CMP),b0383,49.43859 ,2 
NTD5pp_num1,5'-nucleotidase (dTMP),b4055,26.10354,4
NTD5pp_num2,5'-nucleotidase (dTMP),b0480,60.82397 ,1 
NTD6pp_num1,5'-nucleotidase (dAMP),b0480,60.82397,1
NTD6pp_num2,5'-nucleotidase (dAMP),b4055,26.10354 ,4 
NTD7pp_num1,5'-nucleotidase (AMP),b4055,26.10354,4
NTD7pp_num2,5'-nucleotidase (AMP),b0480,60.82397,1
NTD7pp_num3,5'-nucleotidase (AMP),b0383,49.43859 ,2 
NTD9pp_num1,5'-nucleotidase (GMP),b4055,26.10354,4
NTD9pp_num2,5'-nucleotidase (GMP),b0480,60.82397,1
NTD9pp_num3,5'-nucleotidase (GMP),b0383,49.43859 ,2 
PEAMNOpp,Phenethylamine oxidase,b1386,84.37866,2
GAL1PPpp,D-galactose 1-phosphatase,b1002,45.68291,2
H2O2tex_num1,Hydrogen peroxide transport via diffusion (external),b1377,41.21985,1
H2O2tex_num2,Hydrogen peroxide transport via diffusion (external),b0241,38.922,3
H2O2tex_num3,Hydrogen peroxide transport via diffusion (external),b0929,39.33331,3
H2O2tex_num4,Hydrogen peroxide transport via diffusion (external),b2215,40.36812 ,3 
ARGDCpp,Arginine decarboxylase,b2938,73.89845,4
ALLPI,Allose 6-phosphate isomerase,b4090,16.07332,2
ALLK,Allose kinase,b4084,33.82092,1
ALLULPE,Allulose 6-phosphate epimerase,b4085,26.10919,1
ADEtex_num1,Adenine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
ADEtex_num2,Adenine transport via diffusion (extracellular to periplasm),b0241,38.922,3
ADEtex_num3,Adenine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
ADEtex_num4,Adenine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
ADNtex,Adenosine transport via diffusion (extracellular to periplasm),b0411,33.58902,1
AGMtex_num1,Agmatine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
AGMtex_num2,Agmatine transport via diffusion (extracellular to periplasm),b0241,38.922,3
AGMtex_num3,Agmatine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
AGMtex_num4,Agmatine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
ALAtex_num1,L-alanine transport via diffusion (extracellular to periplasm),b2215,40.36812,3
ALAtex_num2,L-alanine transport via diffusion (extracellular to periplasm),b0241,38.922,3
ALAtex_num3,L-alanine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
ALAtex_num4,L-alanine transport via diffusion (extracellular to periplasm),b0929,39.33331 ,3 
BALAtex_num1,Beta-alanine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
BALAtex_num2,Beta-alanine transport via diffusion (extracellular to periplasm),b0241,38.922,3
BALAtex_num3,Beta-alanine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
BALAtex_num4,Beta-alanine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
DALAtex_num1,D-Alanine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
DALAtex_num2,D-Alanine transport via diffusion (extracellular to periplasm),b0241,38.922,3
DALAtex_num3,D-Alanine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
DALAtex_num4,D-Alanine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
AMPtex_num1,AMP transport via diffusion (extracellular to periplasm),b0929,39.33331,3
AMPtex_num2,AMP transport via diffusion (extracellular to periplasm),b2215,40.36812,3
AMPtex_num3,AMP transport via diffusion (extracellular to periplasm),b0241,38.922,3
AMPtex_num4,AMP transport via diffusion (extracellular to periplasm),b1377,41.21985 ,1 
ARBtex_num1,L-arabinose transport via diffusion (extracellular to periplasm),b1377,41.21985,1
ARBtex_num2,L-arabinose transport via diffusion (extracellular to periplasm),b0241,38.922,3
ARBtex_num3,L-arabinose transport via diffusion (extracellular to periplasm),b0929,39.33331,3
ARBtex_num4,L-arabinose transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
ARGtex_num1,L-arginine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
ARGtex_num2,L-arginine transport via diffusion (extracellular to periplasm),b0241,38.922,3
ARGtex_num3,L-arginine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
ARGtex_num4,L-arginine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
ASCBtex_num1,L-ascorbate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
ASCBtex_num2,L-ascorbate transport via diffusion (extracellular to periplasm),b0241,38.922,3
ASCBtex_num3,L-ascorbate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
ASCBtex_num4,L-ascorbate transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
FACOAL100t2pp_num1,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),b1805,62.33199,2
FACOAL100t2pp_num2,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),b1701,60.77312 ,1 
RIBabcpp_num1,D-ribose transport via ABC system (periplasm),( b3749 and b3750 and b3751 and b3748 ),( 55.04161 and 33.45182 and 30.95048 and 15.2925 ),( 1 and 2 and 1 and 10 )
RIBabcpp_num2,D-ribose transport via ABC system (periplasm),( b4485 and b4230 and b4227 and b4231 ),( 55.26002 and 35.65897 and 34.34465 and 34.97766 ),( 1 and 1 and 1 and 1 )
RIBabcpp_num3,D-ribose transport via ABC system (periplasm),( b4086 and b4088 and b4087 ),( 34.31569 and 32.9099 and 56.74485 ) ,( 2 and 1 and 1 ) 
GPDDA3pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),b2239,40.84335,2
GPDDA4pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),b2239,40.84335,2
GPDDA2pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),b2239,40.84335,2
FACOAL120t2pp_num1,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),b1701,60.77312,1
FACOAL120t2pp_num2,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),b1805,62.33199 ,2 
FACOAL140t2pp_num1,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),b1701,60.77312,1
FACOAL140t2pp_num2,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),b1805,62.33199 ,2 
FE3HOXtonex,Fe(III)hydroxamine transport via ton system (extracellular),b3006 and b1252 and b3005 and b0150,26.28739 and 26.09426 and 15.52698 and 82.18228 ,1 and 1 and 1 and 1 
CU2abcpp,Copper (Cu+2) ABC transporter (periplasm),b3469,76.83988,1
COBALT2abcpp,Cobalt (Co+2) ABC transporter (periplasm),b3469,76.83988,1
NI2abcpp,Nickle (Ni+2) ABC transporter (periplasm),b3469,76.83988,1
MG2uabcpp,"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)",b4242,99.46649,1
HCYSMT2,Homocysteine Methyltransferase,b0261,33.42283,1
MMETtex_num1,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
MMETtex_num2,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b0241,38.922,3
MMETtex_num3,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
MMETtex_num4,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
FE3tex_num1,Iron (III) transport via diffusion (extracellular to periplasm),b1377,41.21985,1
FE3tex_num2,Iron (III) transport via diffusion (extracellular to periplasm),b0241,38.922,3
FE3tex_num3,Iron (III) transport via diffusion (extracellular to periplasm),b0929,39.33331,3
FE3tex_num4,Iron (III) transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
MG2tex_num1,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b1377,41.21985,1
MG2tex_num2,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b0241,38.922,3
MG2tex_num3,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b0929,39.33331,3
MG2tex_num4,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
Zn2tex_num1,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b1377,41.21985,1
Zn2tex_num2,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b0241,38.922,3
Zn2tex_num3,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b0929,39.33331,3
Zn2tex_num4,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
MMETt2pp,S-methylmethionine permease (periplasm),b0260,50.52581,1
CD2tex_num1,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b1377,41.21985,1
CD2tex_num2,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b0241,38.922,3
CD2tex_num3,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b0929,39.33331,3
CD2tex_num4,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
GLNabcpp,L-glutamine transport via ABC system (periplasm),b0809 and b0811 and b0810,26.73099 and 27.19012 and 24.36431 ,2 and 1 and 2 
GLUabcpp,L-glutamate transport via ABC system (periplasm),b0654 and b0653 and b0655 and b0652,27.50268 and 24.91473 and 33.42016 and 26.6611 ,1 and 1 and 1 and 2 
GLUABUTt7pp,4-aminobutyrate/glutamate antiport (periplasm),b1492,55.07667,1
GLUt2rpp,"L-glutamate transport via proton symport, reversible (periplasm)",b4077,47.15919,1
GLUt4pp,Na+/glutamate symport (periplasm),b3653,42.42511,1
GLYALDtpp,Glyceraldehyde facilitated diffusion (periplasm),b3927,29.77999,4
ACGK,Acetylglutamate kinase,b3959,27.15954,2
LCTSt3ipp_num1,Lactose transport via proton aniport (periplasm),b2170,42.74606,1
LCTSt3ipp_num2,Lactose transport via proton aniport (periplasm),b1528,42.53821,1
LCTSt3ipp_num3,Lactose transport via proton aniport (periplasm),b0070,42.71317 ,1 
ARBt3ipp,L-arabinose transport via proton antiport (periplasm),b1528,42.53821,1
14GLUCANabcpp,"1,4-alpha-D-glucan transport via ABC system (periplasm)",b4035 and b4032 and b4034 and b4033,40.99045 and 32.22542 and 43.38764 and 57.0134 ,2 and 1 and 1 and 1 
14GLUCANtexi,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",b4036,49.91223,3
DHPTPE,Dihydroneopterin triphosphate 2'-epimerase,b2303,14.08204,8
NADPHQR2,NADPH Quinone Reductase (Ubiquinone-8),b3028,21.89091,2
NADPHQR3,NADPH Quinone Reductase (Menaquinone-8),b3028,21.89091,2
NADPHQR4,NADPH Quinone Reductase (2-Demethylmenaquinone-8),b3028,21.89091,2
GLBRAN2,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",b3432,84.3369,1
ASR,Arsenate reductase,b1064 and b3503,24.35021 and 15.85331 ,1 and 1 
ASO3tex_num1,Arsenite transport via diffusion (extracellular to periplasm),b1377,41.21985,1
ASO3tex_num2,Arsenite transport via diffusion (extracellular to periplasm),b0241,38.922,3
ASO3tex_num3,Arsenite transport via diffusion (extracellular to periplasm),b0929,39.33331,3
ASO3tex_num4,Arsenite transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
MANGLYCtex_num1,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
MANGLYCtex_num2,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b0241,38.922,3
MANGLYCtex_num3,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
MANGLYCtex_num4,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
FRUURt2rpp,"D-fructuronate transport via proton symport, reversible (periplasm)",b4321,47.13793,1
FRUURtex_num1,D-fructuronate transport via diffusion (extracellular),b1377,41.21985,1
FRUURtex_num2,D-fructuronate transport via diffusion (extracellular),b0241,38.922,3
FRUURtex_num3,D-fructuronate transport via diffusion (extracellular),b0929,39.33331,3
FRUURtex_num4,D-fructuronate transport via diffusion (extracellular),b2215,40.36812 ,3 
ECAtpp,"Enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)",b3792,44.95965,1
O16AT,Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis),b2033,21.6751,1
O16GALFT,Galactofuranosyltransferase (LPS O16 antigen biosynthesis),b2034,37.75722,1
O16AUNDtpp,"O16 antigen (flippase, cytoplasm to periplasm)",b2037,45.38262,1
O16AP1pp,O16 antigen polymerase (periplasm),b2027 and b2035,36.45474 and 44.74431 ,1 and 1 
GLYCAt2rpp_num1,"D-glycerate transport via proton symport, reversible (periplasm)",b3127,49.00924,1
GLYCAt2rpp_num2,"D-glycerate transport via proton symport, reversible (periplasm)",b2789,49.14209 ,1 
GLYCAtex_num1,D-glycerate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
GLYCAtex_num2,D-glycerate transport via diffusion (extracellular to periplasm),b0241,38.922,3
GLYCAtex_num3,D-glycerate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
GLYCAtex_num4,D-glycerate transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
AGM4PCP,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",b1192,33.56747,1
4PCP,"Tetrapeptide L,D-carboxypeptidase",b1192,33.56747,1
4PCPpp,"Tetrapeptide L,D-carboxypeptidase (periplasm)",b2175,21.04,1
FALDH2,Formaldehyde dehydrogenase,b0356,39.35899,2
GLYBabcpp_num1,Glycine betaine transport via ABC system (periplasm),( b2130 and b2131 and b2129 and b2128 ),( 41.13857 and 32.6093 and 34.42451 and 25.51454 ),( 1 and 1 and 1 and 1 )
GLYBabcpp_num2,Glycine betaine transport via ABC system (periplasm),( b2679 and b2677 and b2678 ),( 36.02255 and 44.1628 and 37.61969 ) ,( 1 and 2 and 2 ) 
GLYC3Pt6pp,Glycerol-3-phosphate : phosphate antiporter (periplasm),b2240,50.31039,1
GLYCLTt4pp,Glycolate transport via sodium symport (periplasm),b4067,59.19712,2
GLYCtpp,Glycerol transport via channel (periplasm),b3927,29.77999,4
H2Otpp,H2O transport via diffusion (periplasm),b0875,23.7028,4
HCINNMt2rpp,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",b0353,41.55075,1
HISabcpp,L-histidine transport via ABC system (periplasm),b2308 and b2307 and b2306 and b2309,24.64927 and 26.86981 and 28.65304 and 28.48338 ,1 and 1 and 2 and 1 
