gene,GO,GO_fun,namespcae
b2828,GO:0009249,protein lipoylation,biological_process
b2828,GO:0042158,lipoprotein biosynthetic process,biological_process
b0418,GO:0006655,phosphatidylglycerol biosynthetic process,biological_process
b0418,GO:0009395,phospholipid catabolic process,biological_process
b0418,GO:0032026,response to magnesium ion,biological_process
b0418,GO:0046474,glycerophospholipid biosynthetic process,biological_process
b0418,GO:0046839,phospholipid dephosphorylation,biological_process
b1278,GO:0006655,phosphatidylglycerol biosynthetic process,biological_process
b1278,GO:0009252,peptidoglycan biosynthetic process,biological_process
b1278,GO:0009395,phospholipid catabolic process,biological_process
b1278,GO:0016311,dephosphorylation,biological_process
b1278,GO:0046474,glycerophospholipid biosynthetic process,biological_process
b2560,GO:0006655,phosphatidylglycerol biosynthetic process,biological_process
b2560,GO:0009395,phospholipid catabolic process,biological_process
b2560,GO:0016311,dephosphorylation,biological_process
b2560,GO:0046474,glycerophospholipid biosynthetic process,biological_process
b1912,GO:0006655,phosphatidylglycerol biosynthetic process,biological_process
b1912,GO:0046474,glycerophospholipid biosynthetic process,biological_process
b4160,GO:0006646,phosphatidylethanolamine biosynthetic process,biological_process
b4160,GO:0008654,phospholipid biosynthetic process,biological_process
b2585,GO:0008654,"phospholipid biosynthetic process,",biological_process
b0087,GO:0007049,cell cycle,biological_process
b0087,GO:0008360,regulation of cell shape,biological_process
b0087,GO:0009252,peptidoglycan biosynthetic process,biological_process
b0087,GO:0051301,cell division,biological_process
b0087,GO:0071555,cell wall organization,biological_process
b1734,GO:0005975,carbohydrate metabolic process,biological_process
b1734,GO:0052777,diacetylchitobiose catabolic process,biological_process
b2762,GO:0006790,sulfur compound metabolic process,biological_process
b2762,GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)",biological_process
b2762,GO:0070814,hydrogen sulfide biosynthetic process,biological_process
b0980,GO:0016036,cellular response to phosphate starvation,biological_process
b0980,GO:0016311,dephosphorylation,biological_process
b0980,GO:0071454,cellular response to anoxia,biological_process
b3715,GO:0016311,"dephosphorylation,",biological_process
b3403,GO:0006094,"gluconeogenesis,",biological_process
b3956,GO:0006099,tricarboxylic acid cycle,biological_process
b3956,GO:0006107,oxaloacetate metabolic process,biological_process
b3956,GO:0015977,carbon fixation,biological_process
b1702,GO:0006090,pyruvate metabolic process,biological_process
b1702,GO:0006094,gluconeogenesis,biological_process
b0688,GO:0005978,glycogen biosynthetic process,biological_process
b0688,GO:0006006,glucose metabolic process,biological_process
b0688,GO:0019388,galactose catabolic process,biological_process
b3176,GO:0005975,carbohydrate metabolic process,biological_process
b3176,GO:0006048,UDP-N-acetylglucosamine biosynthetic process,biological_process
b3176,GO:0046777,protein autophosphorylation,biological_process
b2926,GO:0006096,"glycolytic process,",biological_process
b3612,GO:0006007,glucose catabolic process,biological_process
b3612,GO:0006096,glycolytic process,biological_process
b3612,GO:0006979,response to oxidative stress,biological_process
b0755,GO:0006094,gluconeogenesis,biological_process
b0755,GO:0006096,glycolytic process,biological_process
b0755,GO:0043456,regulation of pentose-phosphate shunt,biological_process
b3385,GO:0005975,carbohydrate metabolic process,biological_process
b3385,GO:0006281,DNA repair,biological_process
b3385,GO:0016311,dephosphorylation,biological_process
b3385,GO:0046295,glycolate biosynthetic process,biological_process
b2340,GO:0006464,cellular protein modification process,biological_process
b2340,GO:0016311,dephosphorylation,biological_process
b3206,GO:0006468,protein phosphorylation,biological_process
b3206,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,biological_process
b3206,GO:0010243,response to organonitrogen compound,biological_process
b2415,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,biological_process
b2415,GO:0043085,positive regulation of catalytic activity,biological_process
b2415,GO:0045819,positive regulation of glycogen catabolic process,biological_process
b0622,GO:0009245,"lipid A biosynthetic process,",biological_process
b2048,GO:0009103,lipopolysaccharide biosynthetic process,biological_process
b2048,GO:0009298,GDP-mannose biosynthetic process,biological_process
b3994,GO:0009228,thiamine biosynthetic process,biological_process
b3994,GO:0009229,thiamine diphosphate biosynthetic process,biological_process
b4106,GO:0042916,"alkylphosphonate transport,",biological_process
b4105,GO:0042916,"alkylphosphonate transport,",biological_process
b0583,GO:0009239,"enterobactin biosynthetic process,",biological_process
b4383,GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,biological_process
b4383,GO:0006974,cellular response to DNA damage stimulus,biological_process
b4383,GO:0009264,deoxyribonucleotide catabolic process,biological_process
b4383,GO:0043094,cellular metabolic compound salvage,biological_process
b3380,GO:0009117,nucleotide metabolic process,biological_process
b3380,GO:0043094,cellular metabolic compound salvage,biological_process
b2026,GO:0000105,"histidine biosynthetic process,",biological_process
b2499,GO:0006189,"'de novo' IMP biosynthetic process,",biological_process
b2476,GO:0006189,'de novo' IMP biosynthetic process,biological_process
b2476,GO:0046084,adenine biosynthetic process,biological_process
b2557,GO:0006164,purine nucleotide biosynthetic process,biological_process
b2557,GO:0006189,'de novo' IMP biosynthetic process,biological_process
b2557,GO:0006541,glutamine metabolic process,biological_process
b2557,GO:0009156,ribonucleoside monophosphate biosynthetic process,biological_process
b2500,GO:0006189,'de novo' IMP biosynthetic process,biological_process
b2500,GO:0006974,cellular response to DNA damage stimulus,biological_process
b1849,GO:0006189,'de novo' IMP biosynthetic process,biological_process
b1849,GO:0016310,phosphorylation,biological_process
b1849,GO:0046084,adenine biosynthetic process,biological_process
b4005,GO:0006164,purine nucleotide biosynthetic process,biological_process
b4005,GO:0006189,'de novo' IMP biosynthetic process,biological_process
b4005,GO:0006974,cellular response to DNA damage stimulus,biological_process
b4005,GO:0009113,purine nucleobase biosynthetic process,biological_process
b1207,GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,biological_process
b1207,GO:0009116,nucleoside metabolic process,biological_process
b1207,GO:0009156,ribonucleoside monophosphate biosynthetic process,biological_process
b1207,GO:0009165,nucleotide biosynthetic process,biological_process
b2216,GO:0000160,phosphorelay signal transduction system,biological_process
b2216,GO:0018106,peptidyl-histidine phosphorylation,biological_process
b3379,GO:0009056,"catabolic process,",biological_process
b3412,GO:0009102,"biotin biosynthetic process,",biological_process
b2696,GO:0006402,mRNA catabolic process,biological_process
b2696,GO:0045719,negative regulation of glycogen biosynthetic process,biological_process
b2696,GO:0045947,negative regulation of translational initiation,biological_process
b0143,GO:0006276,plasmid maintenance,biological_process
b0143,GO:0006351,"transcription, DNA-templated",biological_process
b0143,GO:0006378,mRNA polyadenylation,biological_process
b0143,GO:0006397,mRNA processing,biological_process
b0143,GO:0009451,RNA modification,biological_process
b1023,GO:0005975,carbohydrate metabolic process,biological_process
b1023,GO:0044010,single-species biofilm formation,biological_process
b1023,GO:0098732,macromolecule deacylation,biological_process
b3164,GO:0006396,RNA processing,biological_process
b3164,GO:0006402,mRNA catabolic process,biological_process
b3164,GO:0009408,response to heat,biological_process
b3164,GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",biological_process
b2501,GO:0006757,ATP generation from ADP,biological_process
b2501,GO:0006799,polyphosphate biosynthetic process,biological_process
b2501,GO:0046777,protein autophosphorylation,biological_process
b4147,GO:0006414,"translational elongation,",biological_process
b0566,GO:0006351,"transcription, DNA-templated",biological_process
b0566,GO:0006355,"regulation of transcription, DNA-templated",biological_process
b0566,GO:0009266,response to temperature stimulus,biological_process
b4513,GO:0043462,regulation of ATPase activity,biological_process
b4513,GO:0071805,potassium ion transmembrane transport,biological_process
b0698,GO:0006813,potassium ion transport,biological_process
b0698,GO:0071805,potassium ion transmembrane transport,biological_process
b0697,GO:0006813,potassium ion transport,biological_process
b0697,GO:0071805,potassium ion transmembrane transport,biological_process
b0696,GO:0006813,potassium ion transport,biological_process
b0696,GO:0071805,potassium ion transmembrane transport,biological_process
b3747,GO:0006813,"potassium ion transport,",biological_process
b3849,GO:0006813,potassium ion transport,biological_process
b3849,GO:0071805,potassium ion transmembrane transport,biological_process
b3351,GO:0006813,potassium ion transport,biological_process
b3351,GO:0032414,positive regulation of ion transmembrane transporter activity,biological_process
b3351,GO:1901381,positive regulation of potassium ion transmembrane transport,biological_process
b0046,GO:0006813,potassium ion transport,biological_process
b0046,GO:0032414,positive regulation of ion transmembrane transporter activity,biological_process
b0046,GO:1901381,positive regulation of potassium ion transmembrane transport,biological_process
b1429,GO:0006812,cation transport,biological_process
b1429,GO:0046677,response to antibiotic,biological_process
b1429,GO:0046690,response to tellurium ion,biological_process
b1429,GO:0055085,transmembrane transport,biological_process
b1429,GO:0098655,cation transmembrane transport,biological_process
b3350,GO:0006813,"potassium ion transport,",biological_process
b0047,GO:0006813,potassium ion transport,biological_process
b0047,GO:0006885,regulation of pH,biological_process
b0047,GO:0009636,response to toxic substance,biological_process
b0047,GO:0051595,response to methylglyoxal,biological_process
b0047,GO:0071805,potassium ion transmembrane transport,biological_process
b3981,GO:0006605,protein targeting,biological_process
b3981,GO:0006886,intracellular protein transport,biological_process
b3981,GO:0009306,protein secretion,biological_process
b3981,GO:0043952,protein transport by the Sec complex,biological_process
b3981,GO:0065002,intracellular protein transmembrane transport,biological_process
b3175,GO:0006886,intracellular protein transport,biological_process
b3175,GO:0009306,protein secretion,biological_process
